label	tweets
neg	#اشراقة_اليوم تغيب الشمس وتشرق شمس العالمي وتنور ليل عشاقه 💛💙 لبى النصر و لبى عشاقة 💛💙 💛💛💙💙 #الاتحاد_النصر…
neg	اهم شي شو سوت بالذهب بعد ها القصيدة كلها 🤔
neg	تابعهم ممره حلوين 😔
neg	استنى ماتقفلش الحفرة ادفنوها جنبهم ع التويت اللى كاتباها دي
neg	معقولة الكلام الكبير هذا يطلع من ناصر القصبي 😳 إللي مايعرف يجمع كلمتين على بعض في أي مقابلة تلفزيونية وتخلص المقابل…
neg	نفسي الاقي تويتر بتاعها تعبت من كتير ما بدور عليهاا 😞 ممكن شيرر عسا يجمع القلوب وتتحد
neg	ان شاء الله الدعم ✋ مستمر لكل الناس 🔙 كل للي شارك👍 معان…
neg	🤔 عجيب العالم كلها تقدم نفس الشكوى!!
neg	اييه يالباث 💔 والله اني حزين وخاطري مكسور 💔
neg	اخيراا احدد حسس
neg	اليوم السبت و الساعة :٥٥ صباحا و صاحي هالوقت !! بالله عليكم وش نقدر نسوي ؟؟ 😤
neg	ما احب العلاقات الرسميه لأني صراحة ما أعرف أرسم 💔
neg	حسبنا الله عليهم والله يسلط عليهم والله يفضحهم امام الملاء من تسببو في افساد الكرة لدينا الله يشغلهم في انفسهم ويؤذ…
neg	قوانين الغاز 💔
neg	صباح الخير ✋
neg	غريب الدار 💔
neg	#النصر_الاتحاد توقع نتيجة مباراه #النصر_الاتحاد الجائزه ريال 💵 لصاحب التوقع الصحيح 🔴 شروط المسابقه ✅ متابعه ا…
neg	هذا ٲنا😌 ٲغيب ﮔثيرا وﻵ أسأل اشتاق ولا اخبر بذلك☝😔 شخصيتي لا يفهمﮭﺂ احد ✋ ولﮕن بين اضلعي…
neg	. يقول المثل الموزنبيقي: " لا تتزوج من المرأة التي تملك قدما أكبر من قدمك " 🤔 :)
neg	❤ 🦅 احنا متفقين يا أهلي إن مفيش حاجة بتفرحنا في البلد دي غيرك❤ واحنا في أمس الحاجة للفرحة والله 💔 معاك على المرة قبل الحلوة ❤
neg	‌سر المشاهير بوزن مثالي معنا رشاقتي 🤗هي البدايه الصحيه لجسم سليم وقوام رش☺يق الدايت الاول حمية كلين…
neg	موجب 🔥زاير النعيريه ويدور سالب 😍 جاد جاد حتى لو انه كبير اهم شي جاد 🔥🙈 تعال الخااص اسرع شي 😴 #سالب
neg	اللهم شتت شملهم 💔
neg	والله وحدي ماشفت شي امس طول الليل العب بعدين نمت وتو قايمه اذاكر ما عندي خبر بالدنيا 💔
neg	قآل لهآ وآثق جدا بأنك ستنفذين مآ أطلبه منك دوما بلآ نقآش أنآ سي السيد ويحق لي ، رفعت تلك النآعمة…
neg	⛔ مافي فض اعتصام قبل توجيه تجمع المهنيين يا سودان ⛔ مافي فض اعتصام قبل توجيه تجمع المهنيين يا سودان ⛔ مافي فض اعتصا…
neg	حسبي الله ونعم الوكيل هذا ظلم والظلم ظلمات يوم القيامه اذا هذا مسكي…
neg	قوميز لاعب محترم !! وهو اللي جالس يلاحق حسين عبدالغني 🤔 والله عقول الطواقي يبغالها فرمتة
neg	نفس الوضع 💔
neg	لا تكون رجل صاحب نجاحات بل حاول أن تكون رجل صاحب قيم ✋
neg	ترا ما اكرهها بس صدق يضحك 😭
neg	الله 👍 ما هذا (جدار القلب) تشبيه جميل جدا ولاكن 😰 بعض الاغشيه يصيبها القرحة . فدعي اللسان الصامت يحكي عما…
neg	"تلاتين سنة بترقص .. الليلة رقصتنا" أنا ببكي 😭 دي حلاوة شديدة باخ
neg	نص مشاكلي بسبب نبرة صوتي انا اناقش 😂 وهم يحسبوني اعلن الحرب ، مين مثلي 💔
neg	عندما تتخيلك فارسها وتتخيلها العوبه تضحك عليها وهي تبكي من أجلك أنت لاتعرف معنى الحب حقا أنت لا تستحق البقاء حتى في باطن الأرض 💔
neg	والله الهلال قاهرني بس يلا مو مشكله نحط الحره في الهدايا 💔
neg	التكست مورنينج الحقيقي هو الغاء الامتحانات 😴
neg	البعد عن الله 💔
neg	تاخر الأحلام يجعلنا نكرهها 💔 #يخبرني_الصباح
neg	بتقلديني لي 🤔
neg	من كان الهلال فارق ب٧نقاط وانا اشوف ملخصات بس حتى الاهلي ماشفتها كاملة طبعا الا مباراة الن…
neg	ليش ماعزمتوني 😤
neg	احتسي قهوتي السوداء الي مثل قلبي 🙈
neg	إحذر من الذي يمدحك كثيرا .. تذكر دائما أن الرجل يداعب رأس الحمار ليركبه..!! هكذا بعضهم يتسلل…
neg	افا هذي اخرتها نردد نشيد #الاتحاد ؟ طول عمرنا نهايط ونقول #الهلال مايهمه أحد وفوق الجميع والحين ندور الفزعة من فريق…
neg	ليس علمي به انه بهذه القسوة 💔 لكنه رد لي الصفعة بقوة عشرة اضعاف اهلا شهد الصغيرة .. اهلا بك ي ابنتي في هذا العالم شديد القسوة 💔💙
neg	الله لاياخذك ماتختار تصور الشاشه الا وصوتي تعبان 😭
neg	مو عندي 🌚
neg	معقولة الكلام الكبير هذا يطلع من ناصر القصبي 😳 إللي مايعرف يجمع كلمتين على بعض في أي مقابلة تلفزيونية وتخلص المقابل…
neg	الدعوه مخامط او شنو 😡 اطلعي لي عند المحول
neg	ارجووكم اتوجهو للقياده في تمثيليه بتاعت ضرب رصاص في الهوا وبيقولو ديل قناصين عشان الناس تخاف وبيشيلو في المتاريس ح…
neg	يا اخوانا و الله لسة مطالبنا ما أتحقق منها غير مطلب واحد .. عليكم الله الناس ما تتخاذل 💔
neg	#الاهلي_الهلال اكتب توقعك لنتيجة لقاء الهلال والاهلي تحت التاق 👇 #تحدي_اسرع_روقان وادخل في سحب قيمة ايفون X على…
neg	سنين وسنين وانا صابر وراح اصبر كمان وكمان :(
neg	وقتها توني متخرج من الثانوي 😭😂
neg	تعالي نبكي سوا 💔
neg	شكلها تاريخية للنصر 😖
neg	خدا صبرتون بده 😢
neg	معطيني حظر ذا منهو 🤔
neg	طيب ما تبكي!.. عارف الصورة دي حارقاك شديد!. حاول تحافظ على رجولتك من الإهتزاز في كل مرة تشوف فيها مرأة حر…
neg	اربطيها لحتى اوصل بيتكم وانا بتفاهم معها ✋
neg	الله يرزقنا 💔 #على_صوت_المطر
neg	قطع قلبي 💔
neg	خلاص بقا بتحسسوني بالذنب اكتر م انا 😭
neg	لا حول و لا قوة إلا بالله عليك قهر ربي يصبرهم ان شاء الله موعرها 💔
neg	سامعه صياح كوك ستان 😭
neg	الحين صدق اهلي يوم يقولون لي انه ألف بنت تتمناك .. وإلا تسليك 🌚
neg	صباح الورد 🥀
neg	"تلاتين سنة بترقص .. الليلة رقصتنا" أنا ببكي 😭 دي حلاوة شديدة باخ
neg	أذكرني إذا انجرحت وأهملوك 💔
neg	عليه الصلاة والسلام ايه والله كل ما نقرأ عن وفاته نبكي وكأنها المرة الأولى 💔 فعلا تهون بعد موته كل…
neg	عنصريه ضد المرأة معك كلامها رجعي 🤐
neg	هااذا. رحل ❗ وهااذا. زعل ❗ وهااذا. غيرته الأيام ❗ اخبرو الجميع بأن الاصيل يبق…
neg	شكلها كذا 💔 المشكلة اني كنت ورطان ومو فاهم المسألة وقاعد احوس فيها
neg	ناوي أشتري 😓
neg	بنشكر الله انو القلب عضلة مو عظم .. بضل التعضيل ارحم من الكسر 😔
neg	"أهلا بكم في عاصمة التوائم في العالم" لافتة ترحب بزوار ولاية أويو بنيجيريا حيث يعتقد السكان أن حساء أوراق البامية…
neg	شكلها جوازه بايظه من البدايه يلا خربوها وريحوا ملايكتهم🙂🙂
neg	من واحنا صغار نعرف أن الشعب السوداني هو أطيب الشعوب العربية وإن السعوديه هي حامية حمي الاسلام بس أكتشفت أن السعوديه…
neg	لأقعدن على الطريق وأشتكي 💔
neg	المكبره تخوفني جانت بلنهار � ببهه قله اعزاز واكثرهم غرب � هسه اطبهه بليل بيهه افرش وانام� بيهه. امي اهناك ما خاف م…
neg	"تلاتين سنة بترقص .. الليلة رقصتنا" أنا ببكي 😭 دي حلاوة شديدة باخ
neg	طبعا لا يخفى عليكم روبرت موردوخ فهو إمبراطور الإعلام الصهيوني مثل سكاي نيوز التي لها فرع عربي 😏 وفوكس نيوز ومجلة ني…
neg	انتم قربتم من تحقيق الدوري وحنا الهبوط 😔
neg	مشكلة لما اعز اخوياك يتزوج تتحول لانسان فاضي 😥
neg	بليز عطوني رياكشن الولد اللي يصيح ويقول عادي عادي 😭
neg	تجار الكويت بدون تحية 😡 رسالة من امرأة ورثت ذهب حر بقيمة مليون مليون دولار وأراضي من جدها .. وتتحدث عن الزهد ..…
neg	جاهزين ❌ مولعين ✅ شو يصبرنا بس 😭
neg	نترجمها لك ياأصنج بالتركي والفارسي بحكم إن دولتك مغتصبه من الأتراك والفرس وانتم متعودين عادي 😷
neg	على شنو مالت 😒
neg	بخصوص اليديبي متى تغيرينه 😭
neg	ليست الغربة فقط مغآدرة الوطن ! بل هي أيضا مغآدرة أوطآن صغيرة من حيآتنآ ك قلوب من نحب ! 💔
neg	للمجاراه بين الزعل والرضى تاهت مشاعرنا ان جيت كلك رضى وان رحت كلك زعل — ياهيه تكفى دخيلك بس عبرنا اعطيك شحم الوعل و…
neg	اذا اكتشفت أنه حبيبتك بتدخن تسيبها أو تكمل معاها 🙈 ؟!؟!
neg	شعور جميل بس ما يشملني 😓
neg	اللهم اشفي #فرح_البلوشي وطهر جسدها واسكب عليها انهارا من الراحه .
neg	أصبحت والشوق يحدوني إليك، ودمعي شاهد، وفؤادي فيك مشتغل يا "طيبة" الحب ضميني إليك؛ عس…
neg	ما زال هذا طموحي وما زال 💪❤
neg	ملاحظ كتير ؟ يمكن علشان تفكيرك كان هيك و انت قدنا 🌚 بس الاحوال تغيرت يبو حبييبة
